Hour	Fe	CaO	SiO2	MgO	MnO	Al2O3	Tonnes
1966	34.73	6.1	3.83	3.95	2.60	0.7	211
1967	33.46	7.94	3.29	4.06	2.47	0.65	144
1968	34.15	6.96	3.28	4.05	2.69	0.6	334
1969	30.81	9.3	4.19	4.46	2.53	0.9	445
1970	33.78	6.79	3.8	4.18	2.66	0.74	276
1971	34.13	6.94	3.11	4.01	2.54	0.96	329
1972	36.22	4.7	4.2	3.47	2.71	0.72	348
1973	36.48	3.68	5.42	3.27	2.70	0.97	397
1974	36.56	3.92	5.05	3.36	2.70	0.85	451
1975	35.44	5.17	5.21	3.13	2.62	0.99	213
1976	35.95	4.83	5.21	3.34	2.58	0.77	224
1977	29.75	9.61	4.75	4.25	2.35	1.19	258
1978	27.66	12.79	3.01	5.31	2.34	0.81	297
1979	27.5	12.64	3.25	5.24	2.29	0.93	384
1980	33.35	7.34	3.59	4.2	2.63	0.93	372
1981	34.91	6.25	3.1	4.07	2.76	0.82	407
1982	32.41	7.88	3.86	4.39	2.56	1.04	242
1983	31.78	8.68	4.92	3.79	2.47	1.02	262
1984	32.06	8.6	4.39	4.07	2.49	0.88	317
1985	33.7	6.76	3.91	3.97	2.54	1.02	257
1986	32.67	7.34	5.12	3.78	2.49	1.27	321
1987	34.04	5.66	5.27	3.79	2.58	1.26	217
1988	32.09	7.5	5.24	3.99	2.58	1.36	356
1989	33.29	6.79	4.52	3.9	2.69	1.25	213
1990	34.12	5.53	4.88	3.68	2.66	1.34	113
1991	33.54	5.69	5.72	3.67	2.49	1.4	182
1992	32.88	6.76	4.95	3.83	2.50	1.38	223
1993	33.31	6.99	4.43	3.93	2.56	0.92	252
1994	32.48	7.94	3.93	4.39	2.50	0.8	293
1995	31.12	8.03	5.52	4.05	2.40	1.58	323
1996	30.79	8.5	4.58	4.53	2.44	1.42	322
1997	29.22	9.55	5.55	4.4	2.35	1.66	381
1998	31.29	8.45	4.48	4.3	2.47	1.31	253
1999	31.74	8.22	4.67	4.13	2.53	1.22	282
2000	25.95	14.15	3.81	5.03	2.18	0.89	283
2001	32.32	6.09	6.58	3.71	2.57	1.77	252
2002	33.43	5.66	5.62	3.91	2.61	1.46	210
2003	31.92	6.3	7.2	3.64	2.57	2.1	183
2004	34.19	5.32	5.3	3.6	2.70	1.6	225
2005	35.35	3.76	5.72	3.54	2.71	1.63	243
2006	35.35	5.75	3.23	4.06	2.80	0.78	203
2007	32.37	7.86	4.17	4.37	2.62	0.91	399
2008	33.07	7.57	3.84	4.15	2.67	0.84	290
2009	32.88	7.79	3.25	4.24	2.71	0.98	334
2010	35.16	5.83	3.35	3.85	2.85	1.07	309
2011	34.8	5.44	4.22	3.94	2.81	1.12	185
2012	35.51	4.58	4.25	3.61	2.88	1.23	176
2013	34.63	4.96	5.04	3.75	2.75	1.51	232
2014	35.3	4.55	4.86	3.42	2.81	1.15	248
2015	35.29	4.27	5.14	3.62	2.78	1.42	204
2016	33.33	6.12	5.26	3.81	2.70	1.48	309
2017	33.01	5.78	5.64	4.09	2.66	1.53	346
2018	34.41	4.35	5.99	3.71	2.72	1.72	275
2019	33.28	6.12	4.73	4.15	2.70	1.36	291
2020	33.01	6.42	4.56	4	2.60	1.48	370
2021	33.21	6.73	4.28	3.94	2.69	1.38	312
2022	32.8	5.63	5.93	4.08	2.61	1.78	250
2023	32.8	6.55	4.86	3.9	2.62	1.6	281
2024	31.84	6.64	5.8	4.38	2.52	1.69	254
2025	27.3	12.53	3.6	5.45	2.27	0.95	289
2026	23.37	15.1	4.62	5.88	2.04	1.47	240
2027	35.15	4.56	5.19	3.35	2.81	1.37	381
2028	34.55	5.48	5.11	3.51	2.62	1.17	417
2029	33.83	6.07	5.39	3.56	2.60	1.34	290
2030	33.76	5.88	5.39	3.68	2.50	1.25	143
2031	34.59	5.48	5.05	3.67	2.63	1.31	304
2032	33.89	6.6	3.97	3.91	2.65	1.16	334
2033	33.66	6.72	4.3	3.88	2.63	1.07	197
2034	34.06	6.12	4.33	3.94	2.60	1.19	243
2035	32.96	6.78	4.96	3.99	2.49	1.37	332
2036	30.96	8.85	3.78	4.93	2.41	1.07	301
2037	34.34	6.04	3.72	3.97	2.70	1.13	267
2038	31.69	8.75	3.86	4.19	2.43	1.12	168
2039	26.61	12.97	4.1	5.15	2.20	1.2	345
2040	26.25	12.13	5.73	5.12	2.14	1.35	375
2041	26.45	12.71	4.68	5.2	2.20	1.38	228
2042	29.8	10.38	3.93	4.56	2.43	1.09	211
2043	27.71	12.63	3.8	4.81	2.25	1.07	339
2044	34.18	4.92	6.36	3.59	2.41	1.44	92
2045	33.73	5.33	6.74	3.46	2.43	1.69	371
2046	35.25	5.46	3.96	3.86	2.53	0.89	148
2047	31.54	9.2	3.47	4.6	2.36	0.76	257
2048	32.23	8.85	2.64	4.78	2.44	0.54	222
2049	34	5	5.93	3.74	2.60	1.37	200
2050	35.03	3.93	5.87	3.46	2.67	1.66	248
2051	32.73	7.53	4.71	3.79	2.43	1.23	216
2052	30.88	8.3	6.77	3.58	2.23	2	416
2053	32.09	8.62	4.47	4.09	2.52	0.86	397
2054	31.94	7.76	5	4.35	2.52	1.22	337
2055	34.99	7.09	1.66	4.46	2.69	0.38	78
2056	30.62	9.03	4.95	4.69	2.50	1.11	259
2057	32.67	6.78	5.1	4.08	2.60	1.39	376
2058	34.34	7.01	2.6	4.28	2.58	0.54	213
2059	33.13	8.01	2.72	4.57	2.62	0.66	312
2060	34.71	6.74	2.6	4.29	2.65	0.48	331
2061	34.53	6.4	3.12	4.31	2.69	0.66	289
2062	32.96	5.95	5.98	4.05	2.67	1.41	195
2063	29.59	6.31	9.02	3.97	2.34	3.34	262
2064	29.66	10.18	5.07	4.02	2.36	1.47	359
2065	29.56	9.75	5.84	4.2	2.36	1.32	285
2066	26.77	11.84	6.89	4.47	2.16	1.57	197
2067	29.33	10	5.79	4.34	2.22	0.8	238
2068	33.17	8.18	2.8	4.69	2.58	0.58	460
2069	31.2	9.95	2.4	5.12	2.44	0.47	47
2070	33.66	8.22	2	4.63	2.53	0.35	138
2071	30.27	10.95	2.01	5.53	2.38	0.42	289
2072	31.57	9.69	2.6	4.92	2.53	0.57	416
2073	31.93	6.99	6.17	4.05	2.57	1.5	249
2074	36.21	4.77	3.64	3.71	2.78	0.64	145
2075	35.27	5.81	3.47	3.95	2.74	0.66	181
2076	33.85	6.57	4.01	4.1	2.62	0.81	203
2077	34.1	6.8	3.05	4.32	2.66	0.69	333
2078	35.4	5.94	2.92	4.08	2.74	0.66	409
2079	35.44	5.64	3.18	3.99	2.75	0.61	326
2080	36.77	4.96	2.53	3.99	2.79	0.54	272
2081	36.03	5.86	1.93	4.13	2.75	0.48	225
2082	34.41	6.64	3.06	4.22	2.67	0.63	208
2083	36.17	5.96	2.27	4.04	2.76	0.49	286
2084	36.14	5.53	2.91	3.98	2.75	0.56	281
2085	36.23	5.85	2.38	3.97	2.69	0.45	290
2086	34.34	7.12	2.78	4.38	2.66	0.63	378
2087	32.24	6.97	6.7	3.66	2.56	1.49	276
2088	32.13	6.95	7.2	3.35	2.53	1.71	244
2089	34.34	5.31	6.56	3.22	2.63	1.43	182
2090	35.97	4.53	4.87	3.35	2.84	1.04	44
2091	32.27	9.17	2.18	5.01	2.53	0.4	237
2092	31.05	10.12	2.64	5.01	2.39	0.46	153
2093	30.99	10.72	1.55	5.35	2.43	0.35	111
2094	30.48	10.96	2.03	5.25	2.40	0.39	120
2095	27.53	13.55	1.7	6.05	2.26	0.4	197
2096	28.43	12.56	1.84	5.85	2.29	0.42	186
2097	30.88	10.85	1.82	5.11	2.47	0.33	145
2098	30.3	11.19	1.77	5.23	2.44	0.56	130
2099	33.91	7.43	2.71	4.45	2.65	0.6	89
2100	30.44	10.3	2.63	5.26	2.45	0.64	113
2101	30.36	10.29	2.92	5.1	2.48	0.65	371
2102	28.58	11.94	3.02	5.28	2.41	0.72	307
2103	32.77	6.03	6.82	3.75	2.58	1.67	247
2104	32.06	8.28	5.3	3.77	2.57	1.28	204
2105	31.12	8.38	6.33	3.62	2.53	1.56	327
2106	32.41	7.89	5.62	3.62	2.62	1.34	341
2107	31.09	7.74	7.13	3.78	2.47	1.65	232
2108	30.61	8.87	6.74	3.66	2.45	1.45	247
2109	31.11	8.16	6.71	3.66	2.47	1.49	144
2110	34.71	4.79	6.26	3.23	2.74	1.42	222
2111	32.12	7.33	6.93	3.28	2.61	1.5	175
2112	34.47	5.31	6.48	3.28	2.69	1.22	95
2113	32.8	7.53	5.06	3.68	2.58	1.03	104
2114	34.11	6.4	3.87	3.86	2.71	1.15	170
2115	34.01	6.94	3.16	4.11	2.69	0.99	201
2116	34.54	5.9	3.78	4.03	2.70	1.17	225
2117	33.64	6.97	3.52	4.23	2.69	1.12	212
2118	34.55	6.51	2.95	4.11	2.65	0.87	179
2119	33.72	7.66	3.05	4.23	2.66	0.87	178
2120	32.74	8.39	3.14	4.29	2.62	0.74	102
2121	32.31	8.82	4.04	3.86	2.63	0.91	190
2122	31.85	8.98	4.87	3.89	2.52	1.12	325
2123	32.41	8.8	4.2	3.89	2.61	0.88	265
2124	31.88	8.77	4.85	3.92	2.53	0.97	243
2125	33.81	6.66	5.34	3.51	2.66	1.1	231
2126	33.01	6.69	6.96	3.4	2.58	1.42	190
2127	34	6.18	5.28	3.8	2.65	1.25	188
2128	35.77	4.4	5.39	3.41	2.78	1.27	180
2129	34.42	5.28	6.2	3.42	2.67	1.31	189
2130	35.6	4.44	5.78	3.29	2.76	1.32	197
2131	36.43	4.19	5.23	3.29	2.69	0.79	309
2132	36.05	4.15	5.85	3.16	2.69	0.86	288
2133	34.91	5.31	5.46	3.31	2.62	1.06	151
2134	35.77	4.84	5.08	3.32	2.67	0.92	294
2135	34.07	6.66	5.26	3.41	2.50	0.95	254
2136	34.48	5.22	5.55	3.44	2.72	1.28	120
2137	32.14	8.45	5.24	3.49	2.50	1.15	205
2138	30.71	9.52	5.85	3.66	2.43	1.18	263
2139	32.53	7.87	6.02	3.28	2.57	1.17	202
2140	29.35	9.88	7.09	3.46	2.32	1.65	115
2141	33.67	6.27	6.63	3.29	2.58	0.95	270
2142	35.77	5.52	4.01	3.57	2.69	0.72	317
2143	32.56	8.8	3.59	3.8	2.52	0.77	391
2144	30.9	9.93	3.9	4.15	2.38	0.92	309
2145	32.13	8.77	3.46	4.2	2.44	0.99	260
2146	31.31	9.27	3.86	4.41	2.38	0.96	278
2147	31.25	8.16	6.52	3.76	2.41	1.45	379
2148	35.11	6.13	3.74	3.77	2.60	0.76	171
2149	32.89	8.36	2.81	4.04	2.53	0.67	174
2150	33.33	7.46	3.58	3.92	2.53	0.83	150
2151	30.9	9.07	5.29	3.84	2.40	1.21	156
2152	33.44	7.03	4.4	3.78	2.54	1.01	213
2153	34.6	5.63	4.89	3.57	2.69	0.99	49
2154	34.57	5.88	4.72	3.65	2.62	1.06	116
2155	33.85	6.25	5.21	3.68	2.53	1.18	155
2156	32.33	8.84	3.59	4.1	2.50	0.85	263
2157	29.63	12.05	3.25	4.29	2.26	0.81	371
2158	30.15	11.81	2.3	4.44	2.31	0.6	310
2159	32.25	9.41	2.85	4.2	2.43	0.67	410
2160	33.67	7.84	3.1	4.02	2.60	0.76	282
2161	32.23	9.88	2.12	4.27	2.43	0.63	391
2162	32.56	9.43	2.2	4.18	2.43	0.56	337
2163	32.57	9.61	2.01	4.2	2.41	0.55	301
2164	32.22	8.38	3.98	3.94	2.52	0.91	203
2165	29.94	10.19	5.37	3.72	2.44	1.28	328
2166	32.19	7.51	6.13	3.67	2.45	1.44	544
2167	33.46	6.1	6.25	3.44	2.57	1.41	533
2168	35.51	4.97	5	3.48	2.61	1.04	394
2169	33.69	6.39	5.89	3.49	2.57	1.23	526
2170	36.62	3.77	5.44	3.3	2.67	0.9	585
2171	30.93	8.71	6.32	3.55	2.45	1.25	177
2172	32.76	7.32	5.38	3.67	2.50	1.35	142
2173	34.04	5.89	5.34	3.63	2.53	1.22	150
2174	33.34	6.55	4.97	3.81	2.56	1.23	169
2175	34.22	6.31	4.14	3.8	2.57	1.1	222
2176	34.55	6.11	3.6	3.62	2.61	0.88	186
2177	33.64	7.21	3.94	3.83	2.48	0.92	98
2178	33.25	5.87	5.44	3.76	2.23	1.01	146
2179	33.4	5.94	5.48	3.84	2.50	1.51	198
2180	30.85	8.27	6.91	3.47	2.41	1.58	298
2181	30.06	8.36	8	3.47	2.38	1.74	234
2182	31.17	8.23	6.16	3.65	2.48	1.22	291
2183	31.06	8.43	6.26	3.53	2.48	1.41	358
2184	31.16	7.67	6.97	3.59	2.40	1.7	270
2185	31.54	7.94	6.49	3.54	2.43	1.46	248
2186	30.38	8.61	7.21	3.46	2.30	1.71	404
2187	32.57	9.42	2.52	4.14	2.22	0.65	279
2188	32.8	9.03	2.6	4.06	2.29	0.74	313
2189	33.56	6.56	5.08	3.82	2.50	1.14	349
2190	31.54	8.09	5.58	4.13	2.44	1.2	337
2191	30.53	10.67	3.41	4.2	2.22	0.75	425
2192	35.82	4.42	5.04	3.48	2.62	0.99	226
2193	35.52	4.7	4.93	3.51	2.60	1.01	225
2194	34.56	5.27	5.34	3.8	2.52	1.16	279
2195	34.35	5.52	5.42	3.63	2.50	1.26	298
2196	33.63	6.42	5.29	3.6	2.41	1.46	171
2197	35.06	4.68	5.42	3.61	2.50	1.24	124
2198	34.86	5.44	4.23	3.83	2.45	1.05	150
2199	33.85	6.24	5.36	3.37	2.43	1.51	156
2200	33.05	8.28	3.14	3.94	2.31	0.91	270
2201	31.13	9.94	3.44	4.1	2.25	0.94	373
2202	32.18	8.17	4.13	4.18	2.36	1.04	325
2203	33.09	7.63	4.19	3.95	2.40	0.95	352
2204	34.04	6.16	5	3.63	2.39	1.35	282
2205	31.9	9.28	3.37	4.03	2.21	0.8	174
2206	30.49	9.58	5.65	3.82	2.25	1.13	245
2207	28.4	11.61	5.04	4.16	2.16	1.14	95
2208	28.31	13.53	2.97	4.36	2.03	0.65	74
2209	29.86	12.08	2.74	4.25	2.07	0.67	253
2210	30.78	9.86	4.77	3.8	2.30	1.11	182
2211	33.44	6.06	6.16	3.48	2.57	1.32	159
2212	31.09	8.92	5.02	3.84	2.35	1.1	139
2213	34.1	6.29	5.07	3.64	2.58	1.08	276
2214	34.34	5.52	5.55	3.73	2.62	1.2	230
2215	34.07	5.89	5.21	3.91	2.57	0.94	186
2216	34.57	6.08	4.42	3.87	2.63	0.81	191
2217	35.61	5.63	3.79	3.7	2.62	0.7	193
2218	35.48	5.33	4.36	3.57	2.65	0.78	158
2219	33.77	6.7	5.51	3.39	2.65	1.01	130
2220	32.51	7.37	6.45	3.38	2.57	1.26	129
2221	33.46	6.14	5.3	3.77	2.65	1.03	97
2222	35.38	6.17	2.62	4.07	2.56	0.69	142
2223	34.76	6.71	2.56	4.09	2.54	0.66	66
2224	35.53	4.75	4.1	3.77	2.75	1.06	142
2225	33.32	6.91	4.52	3.96	2.47	1	94
2226	32.13	8.61	3.36	4.39	2.32	0.95	197
2227	35.53	6.05	2.67	4.04	2.62	0.55	161
2228	32.33	7.84	3.72	4.28	2.50	1.1	166
2229	30.19	9.19	4.25	4.77	2.43	1.46	155
2230	30.21	10.06	3.7	4.39	2.29	1.2	122
2231	34.23	7.63	2.44	4.21	2.58	0.46	264
2232	35.43	6.44	2.24	4.41	2.63	0.46	61
2233	31.03	7.57	7.36	3.79	2.47	1.63	202
2234	32.28	6.75	7.05	3.59	2.58	1.6	276
2235	34.03	5.76	5.56	3.67	2.65	1.36	84
2236	30.28	9.11	7.16	3.5	2.45	1.27	203
2237	33.24	6.53	6.55	3.31	2.54	1.28	97
2238	34.01	6.39	5.57	3.34	2.60	0.87	72
2239	32	7.77	6.52	3.24	2.47	1.3	115
2240	34.02	5.94	5.66	3.32	2.62	1.01	46
2241	33.92	6.67	3.81	4.04	2.56	0.76	79
2242	34.17	6.4	4	4.17	2.53	0.76	89
2243	32.85	8.52	2.76	4.33	2.30	0.61	133
2244	33.9	7.95	2.13	4.44	2.34	0.52	203
2245	34.59	6.81	2.55	4.28	2.38	0.71	203
2246	33.41	8.13	2.09	4.59	2.30	0.53	127
2247	36.81	4.5	3.44	3.72	2.69	0.59	96
2248	30.44	10.53	2.36	5.59	2.35	0.4	40
2249	25.09	15.05	6.66	3.75	2.14	1.43	143
2250	27.15	10.36	9.53	3.83	2.21	2.04	179
2251	31.88	7.53	6.73	3.38	2.50	1.26	184
2252	33.65	5.57	6.83	3.31	2.61	1.5	123
2253	32.43	6.04	8.24	3.23	2.57	1.74	107
2254	31.19	7.55	8.16	3.43	2.49	1.79	109
2255	28.89	9.37	8.69	3.64	2.32	1.9	1
2256	30.62	8.11	8.39	3.45	2.45	1.72	78
2257	32.3	6.57	7.34	3.38	2.53	1.73	41
2258	32.22	9.22	2.93	4.11	2.34	0.7	123
2259	34.13	6.54	4.2	3.87	2.48	0.79	128
2260	34.38	7.08	3.47	3.74	2.45	0.81	135
2261	31.8	9.57	3.49	4.09	2.32	0.8	131
2262	35.02	6.68	2.46	4.38	2.43	0.59	74
2263	32.88	7.41	5.43	3.66	2.44	1.22	327
2264	30.76	9.88	3.99	4.05	2.26	0.96	180
2265	30.42	11	3.06	4.09	2.14	0.85	182
2266	27.01	14.06	3.5	4.28	1.95	0.68	125
2267	29.6	11.33	3.51	4.19	2.05	0.85	171
2268	33.01	6.45	5.34	4.23	2.35	1.38	316
2269	34.17	6.58	3.87	4.22	2.40	0.96	242
2270	36.22	3.98	4.65	3.7	2.54	0.9	108
2271	33.13	7.08	4.17	4.24	2.35	0.98	185
2272	35.55	5.16	3.79	4	2.47	0.97	266
2273	33.27	7.51	4	4.09	2.43	0.88	139
2274	34.67	7.15	2.73	4.09	2.47	0.62	174
2275	34.15	7.41	2.96	4.08	2.48	0.59	187
2276	34.41	6.86	3.71	3.89	2.53	0.72	146
2277	31.58	9.66	4.35	3.77	2.31	0.86	157
2278	30.16	11.38	4.32	3.83	2.25	0.84	170
2279	35.15	6.08	3.9	3.86	2.47	0.7	124
2280	33.14	7.88	3.85	3.99	2.38	0.98	212
2281	34.51	7.09	2.9	4.12	2.44	0.67	205
2282	33.7	7.86	2.64	4.33	2.40	0.69	236
2283	33.21	8.2	2.89	4.48	2.34	0.66	143
2284	33.04	7.96	3.32	4.39	2.32	0.73	300
2285	30.32	9.96	4.48	4.52	2.20	0.79	181
2286	30.57	10.24	3.59	4.63	2.30	0.67	252
2287	32.03	8.6	3.62	4.5	2.29	0.84	184
2288	32.86	8.64	2.79	4.39	2.40	0.46	155
2289	32.55	7.91	3.84	4.52	2.30	0.89	204
2290	30.28	8.9	5.52	4.52	2.36	1.39	119
2291	28.05	10.79	4.79	5.35	2.21	1.18	136
2292	32.34	6.91	6.67	3.43	2.53	1.52	150
2293	30.53	9.27	5	4.34	2.39	1.19	124
2294	31.75	8.76	4.12	4.13	2.43	0.98	135
2295	34.77	5.98	3.69	4.17	2.44	0.85	218
2296	35.6	4.98	3.9	3.99	2.48	0.89	199
2297	34.92	5.57	4.07	4.07	2.40	1.01	250
2298	28.56	11.41	4.17	5.05	2.21	0.78	183
2299	27.36	10.51	6.7	4.99	2.09	1.49	128
2300	31.47	7.24	5.96	4.33	2.30	1.54	251
2301	32.82	7.25	4.89	4.08	2.36	1.16	306
2302	34.13	6.39	4.05	4.04	2.40	0.88	188
2303	30.12	10.66	4.39	4.03	2.25	1.06	170
2304	29.95	9.6	6.55	3.74	2.31	1.41	186
2305	31.5	6.42	8.1	3.55	2.44	2.12	207
2306	29.91	7.91	8.49	3.63	2.34	2.21	171
2307	31.74	7.54	6.71	3.51	2.45	1.5	144
2308	32.12	7.21	6.48	3.42	2.47	1.5	164
2309	32.68	6.3	6.55	3.51	2.50	1.62	102
2310	33.93	5.47	6.06	3.39	2.61	1.39	135
2311	31.51	7.62	7.17	3.18	2.48	1.68	104
2312	33.28	6.38	6.61	3.21	2.54	1.37	119
2313	28.48	11.01	4.13	5.49	2.22	0.96	147
2314	30.4	10.91	3.14	4.36	2.18	1.01	275
2315	31.97	8.87	3.67	4.09	2.22	1.02	245
2316	31.63	8.36	4.33	4.32	2.26	1.07	104
2317	30.63	9.47	4.6	4.28	2.22	1.31	186
2318	28.89	11.44	4.48	4.35	2.10	1.3	195
2319	29.98	11.3	3.23	4.38	2.31	0.77	99
2320	28.63	11.9	3.04	5.27	2.20	0.86	153
2321	31.96	9.66	3.03	4.04	2.36	0.83	206
2322	32.01	10.23	1.98	4.22	2.40	0.53	228
2323	30.02	11.25	3.45	4.37	2.29	0.83	238
2324	29.71	10.86	3.36	4.57	2.31	1	238
2325	30.73	11.25	2.21	4.4	2.27	0.59	237
2326	31.28	10.6	2.57	4.31	2.35	0.73	274
2327	31.24	10.73	2.26	4.2	2.34	0.67	188
2328	31.35	10.64	2.28	4.34	2.34	0.63	184
2329	28.77	13.39	2.63	4.16	2.18	0.8	200
2330	30.72	12.22	1.79	4.06	2.26	0.56	206
2331	30.73	11.8	1.65	4.28	2.25	0.51	191
2332	29.57	12.49	2.67	4.14	2.22	0.73	185
2333	31.51	9.34	3.92	3.96	2.31	1.12	178
2334	33.65	7.09	3.95	3.76	2.41	1.06	182
2335	32.95	8.25	3.23	4.1	2.39	0.9	155
2336	31.55	9.36	3.24	4.37	2.29	0.94	179
2337	31.65	9.74	3.01	4.18	2.30	0.86	207
2338	29.88	11.06	3.46	4.42	2.14	1.03	188
2339	31.31	9.38	3.36	4.56	2.26	1.02	129
2340	31.51	8.61	3.94	4.52	2.21	1.2	269
2341	32.15	9.26	2.53	4.59	2.27	0.64	305
2342	31.53	8.75	4.3	4.28	2.26	1.11	306
2343	32.49	8.52	3.22	4.29	2.29	0.69	185
2344	32.07	8.35	3.94	4.45	2.25	1	235
2345	31.38	9.34	3.54	4.48	2.26	0.96	334
2346	32.23	8.35	3.87	4.3	2.27	0.97	270
2347	31.87	8.34	3.98	4.47	2.21	1.03	196
2348	31.37	9.31	3.38	4.59	2.23	0.83	258
2349	28.71	11.76	3.3	5.3	2.16	0.7	180
2350	30.98	9.32	3.46	4.7	2.20	1.01	268
2351	32.61	7.75	4.74	3.74	2.49	1.16	200
2352	33.62	6.37	5.02	3.69	2.50	1.2	184
2353	33.43	6.99	4.29	3.89	2.47	1.1	155
2354	32.15	7.24	5.46	3.93	2.36	1.41	171
2355	32.64	6.81	5.68	3.6	2.41	1.39	258
2356	33.61	6.94	4.14	3.97	2.35	1.04	103
2357	34.16	6.88	3.18	4.13	2.44	0.83	156
2358	33.53	6.44	4.98	3.83	2.34	1.3	224
2359	35.37	5.18	4.13	3.71	2.47	1.09	146
2360	32.92	7.42	4.59	3.86	2.44	1.1	152
2361	33.62	6.62	4.78	3.82	2.50	1.27	150
2362	32.35	7.67	4.79	3.96	2.40	1.24	167
2363	34.66	5.86	4.31	3.92	2.57	0.91	115
2364	31.53	8.25	4.84	4.27	2.39	1.27	236
2365	33.19	6.98	4.07	4.14	2.62	1	156
2366	31.8	8.73	3.83	4.35	2.45	0.89	195
2367	30.26	10.14	4.23	4.39	2.36	0.96	257
2368	33.39	6.09	5.55	3.79	2.44	1.55	169
2369	32.27	6.75	6.1	3.79	2.31	1.38	246
2370	32.43	6.68	6.28	3.73	2.43	1.54	193
2371	32.76	5.68	6.68	3.41	2.40	1.62	222
2372	32.21	7.46	5.23	3.84	2.47	1.45	118
2373	32.59	6.49	6.03	3.66	2.52	1.54	195
2374	32.74	8.13	3.38	4.06	2.44	0.93	208
2375	32.03	8.22	4.7	3.95	2.47	1.26	215
2376	32.93	9.03	2.34	4.16	2.45	0.72	202
2377	32.47	9.68	2.11	4.28	2.47	0.53	234
2378	33.27	8.62	2.89	3.93	2.53	0.71	258
2379	32.5	9.6	2.45	4.16	2.44	0.66	276
2380	31.82	9.7	3.05	4.22	2.41	0.74	235
2381	31.72	9.25	3.92	4.24	2.38	0.93	307
2382	34.27	6.38	4.04	3.77	2.69	1.03	289
2383	34.1	5.94	4.9	3.68	2.72	1.16	209
2384	33.84	5.56	5.77	3.67	2.67	1.29	166
2385	34.94	5.98	3.63	3.87	2.74	0.94	212
2386	36.35	4.4	4.77	3.48	2.66	0.75	239
2387	34.88	5.9	4.09	3.82	2.62	0.75	262
2388	34.46	5.88	4.4	3.9	2.70	0.98	171
2389	34.52	6.35	4.28	3.74	2.61	0.69	191
2390	32.99	7.25	4.83	3.83	2.56	1.05	346
2391	32.58	7.57	4.59	4.06	2.63	1.17	194
2392	32.55	7.68	4.97	3.79	2.60	1.17	191
2393	32.4	7.32	6.69	3.42	2.61	1.21	226
2394	33.32	7.03	5.96	3.45	2.67	1.09	317
2395	33.22	7.32	5.17	3.56	2.67	0.94	267
2396	31.75	9.24	4.15	3.99	2.50	0.7	205
2397	27.56	13.71	2.56	5	2.26	0.56	238
2398	30.5	11.07	2.72	4.39	2.43	0.54	220
2399	30.12	11.17	2.95	4.45	2.38	0.62	202
2400	32.19	9.4	2.79	4.2	2.45	0.56	177
2401	30.8	10.87	2.92	4.34	2.32	0.48	212
2402	29.54	11.73	3.11	4.59	2.25	0.59	200
2403	31.24	9.59	3.36	4.6	2.44	0.69	178
2404	31.83	8.93	3.86	4.17	2.48	0.81	136
2405	30.76	10.41	3.41	4.46	2.41	0.72	192
2406	27.15	14.08	4.13	4.2	2.14	0.78	170
2407	30.2	10.21	4.88	4.13	2.31	0.97	191
2408	33.4	7.24	4.42	3.85	2.57	0.83	208
2409	34.17	6.83	3.86	3.83	2.58	0.74	240
2410	29.23	9.57	7.07	3.86	2.31	1.65	216
2411	29.95	8.83	7.45	3.67	2.39	1.64	251
2412	32.01	7.62	5.75	3.79	2.60	1.22	152
2413	29.93	8.6	7.29	3.82	2.41	1.72	189
2414	33.34	6.66	5.4	3.64	2.63	1.15	291
2415	34.06	6.2	4.89	3.7	2.65	1.06	89
2416	34.24	4.98	5.98	3.45	2.62	1.68	207
2417	34.01	5.47	5.56	3.36	2.69	1.54	161
2418	35.76	3.83	5.63	3.25	2.79	1.42	190
2419	35.38	3.73	6.45	3.12	2.67	1.79	174
2420	37.71	2.53	4.64	3.1	2.88	1.43	43
2421	35.5	4.7	4.82	3.51	2.84	1.07	180
2422	35.45	4.6	5.04	3.43	2.78	1.22	221
2423	34.62	5.71	4.81	3.59	2.70	1.2	188
2424	32.95	5.84	6.73	3.58	2.65	1.49	144
2425	34.2	5.12	6.53	3.3	2.75	1.45	169
2426	28.48	9.67	8.94	3.55	2.29	1.89	271
2427	31.71	7.52	6.77	3.59	2.52	1.34	221
2428	30.05	9.73	5.99	3.85	2.40	1.26	184
2429	30.48	9.35	5.36	4.01	2.43	1.1	265
2430	32.44	7.57	5.31	3.83	2.52	1.24	223
2431	35.87	4.57	4.96	3.35	2.75	1.01	254
2432	35.59	3.97	6.16	3.32	2.67	1.21	247
2433	32.79	6.29	7.1	3.44	2.62	1.35	164
2434	33.62	6.2	5.63	3.61	2.62	1.11	171
2435	32.28	7.93	5.08	3.78	2.53	1.05	232
2436	32.32	8.03	5.19	3.5	2.53	0.94	248
2437	31.16	7.88	6.82	3.7	2.39	1.11	226
2438	30.08	9.17	6.63	3.9	2.39	1.35	223
2439	26.5	9.78	10.45	3.9	2.16	2.44	175
2440	30.6	7.85	8.14	3.47	2.40	1.69	251
2441	29.06	8.85	8.59	3.81	2.31	1.91	186
2442	30.74	7.23	8.8	3.38	2.41	1.87	196
2443	36.21	4.11	5.14	3.36	2.78	1.09	337
2444	36.82	3.67	4.93	3.23	2.87	0.93	295
2445	35.24	4.72	5.69	3.32	2.75	1.17	251
2446	35.33	5	5.71	3.16	2.75	1.09	220
2447	36.24	4.33	5	3.37	2.74	0.99	261
2448	36.16	3.37	6.39	3.23	2.74	1.35	95
